#variable_id,variable_type,variable_name,display_name,aliases,bounds,default_unit_name,question
1449,numerical,t-lymphocytes,T-Lymphocyte,"t lymphocyte|t lymphocyte  cell|lymphocytes, thymus-dependent|t-lymphocyte|thymus derived lymphocyte|thymus-dependent lymphocyte|t cell|t-cell|t cells|t-lymphocytes|t-cells|thymus dependent lymphocytes|lymphocyte, thymus-dependent|t cell lymphocyte|thymus-dependent lymphocytes|t lymphocytes",,,
1450,numerical,normoblasts/total cells,Normoblast to Total Cell Ratio Measurement,normoblasts/total cells|blstnmce,,,
1451,numerical,s. enterotoxin a antigen ige antibody,Antibodies,"ab|antibody|product containing antibody  product|antibody-containing product|antibodies|antibody  substance|antibody, nos",,,
1452,numerical,"dendritic cells, myeloid",Dendritic Cells,"cells, dendritic|cell dendritic|cell, dendritic|dendritic cells|dendritic cell|cells dendritic|cell dendritics",,,
1453,numerical,hemoglobin s,Sickle Hemoglobin,"hb 6 a3 , glu-val|sickle haemoglobin|hemoglobin, sickle|hemoglobin sickle|hb s - haemoglobin s|haemoglobin s|hbs|sickle hemoglobin|hemoglobin s|hemoglobin s  substance|hb, beta-6 glu-val|hemoglobins s|hb s - hemoglobin s|hb 6  a3 , glu-val",,,
1454,numerical,creatine kinase bb,Creatine Kinase,"creatine phosphokinase  cpk|phosphocreatine kinase|cpk|adenosine triphosphate-creatine transphosphorylase|cpk - creatine phosphokinase|creatine phosphokinase|creatine phosphotransferase, atp|phosphokinase, creatine|ck|kinase, creatine|atp:creatine n-phosphotransferase|creatine kinase  substance|atp:creatine phosphotransferase|atp creatine phosphotransferase|creatine kinase|phosphotransferase, atp creatine|phosphotransferase, adp phosphocreatine|creatine phosphotransferase|adp phosphocreatine phosphotransferase|creatine kinase  ck|phosphocreatine phosphotransferase, adp|ck - creatine kinase",,,
1455,numerical,hemoglobin a1c/hemoglobin,Hemoglobin A1C to Hemoglobin Ratio Measurement,hba1chgb|hemoglobin a1c/hemoglobin,,,
1456,numerical,insulin autoantibody,Anti-insulin autoantibody,autoantibodies insulin|insulin autoantibody|anti-insulin autoantibody|anti-insulin autoantibody  substance,,,
1457,numerical,leukemic cells,Leukemic Cells Measurement,leukemic cells measurement|leukce|residual leukemic cells|leukemic cells,,,
1458,numerical,renin,Renin,"renin precursor, renal|ec 3.4.23.15|angiotensin-forming enzyme|angiotensin forming enzyme|angiotensinogenase|renin  substance|renins|renin",,,
1459,numerical,hepatitis e virus igm antibody,Hepatitis E virus IgM,anti-hepatitis e virus igm|immunoglobulin m antibody to hepatitis e virus  substance|hepatitis e virus igm antibodies|immunoglobulin m antibody to hepatitis e virus,,,
1460,numerical,gfr from creatinine adjusted for bsa,Glomerular Filtration Rate,"rate, glomerular filtration|filtration rates, glomerular|glomerular filtration rate, nos|glomerular filtration rate  observable entity|filtration rate, glomerular|rates, glomerular filtration|glomerular filtration rate|glomerular filtration rates|rate filtration glomerular|gfr|filtration glomerular rate",,,
1461,numerical,"amylase, pancreatic",amylase,amylase  substance|diastases|diastase|amylases|amylase|product containing amylase  medicinal product|amylase-containing product,,,
1462,numerical,osteocalcin,Osteocalcin,"protein, bone 4-carboxyglutamic|bone gamma carboxyglutamic acid protein|calcium binding protein, vitamin k dependent|vitamin k-dependent bone protein|bone 4-carboxyglutamic protein|gamma-carboxyglutamic acid-containing protein|calcium-binding protein, vitamin k-dependent|gla-protein|vitamin k dependent bone protein|bone gamma-carboxyglutamic acid protein|osteocalcin  substance|4-carboxyglutamic protein, bone|osteocalcin  human reduced , 3-de-l-tyrosine-4-de-l-glutamine-5-de-l-tryptophan-6-de-l-leucine-9-l-serine-12-l-serine-19-l-threonine-22-l-glutamine-28-l-alanine-33-l-serine-35-l-glutamine-36-l-tyrosine-38-l-leucine-39-l-lysine-40-l-threonine-43-l-lysine-45-l-isoleucine-48-l-isoleucine-49-l-threonine-49a-l-isoleucine-|gla protein, bone|protein, bone gla|4 carboxyglutamic protein, bone|osteocalcin|bone gla protein",,,
1463,numerical,estriol,estriol,"product containing estriol  medicinal product|16alpha-hydroxyestradiol|16-alpha-hydroxyestradiol|16alpha,17beta -estra-1,3,5 10 -triene-3,16,17-triol|oestriol|16α,17β -estra-1,3,5 10 -triene-3,16,17-triol|estriol, unconjugated|16-alpha-hydroxy-estradiol|16alpha,17beta estriol|estriol-containing product|östriol|estriol|16α,17β-estriol|oestriolum|estriol, unconjugated  substance|estra-1,3,5 10 -triene-3,16,17-triol,  16alpha,17beta -|1,3,5 10 -estratriene-3,16-alpha,17beta-triol|16 alpha hydroxy estradiol|e3 - estriol|unconjugated estriol|oestratriol|trihydroxyestrin|ue3 - unconjugated estriol|estriol  e3|16alpha,17beta-estriol|3,16alpha,17beta-trihydroxy-delta 1,3,5 -estratriene|estriol  substance|16α-hydroxyestradiol",,,
1464,numerical,magnesium/creatinine,Magnesium/Creatinine,,,,
1465,numerical,leukotriene e4,Leukotriene E4,"7e,9e,11z,14z - 5s,6r -6- cystein-s-yl -5-hydroxyicosa-7,9,11,14-tetraenoate|5s,6r,7e,9e,11z,14z -6- 2-amino-2-carboxyethyl sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid|5s-hydroxy,6r- s-cysteinyl ,7e,9e,11z,14z-eicosatetraenoic acid|7e,9e,11z,14z - 5s,6r -6- cystein-s-yl -5-hydroxyeicosa-7,9,11,14-tetraenoate|leukotriene e 4|7,9,11,14-eicosatetraenoic acid, 6-  2-amino-2-carboxyethyl thio -5-hydroxy- ,7e,9e,11z,14z  -|leukotriene e4|leukotriene e>4<|leukotriene e<sub>4</sub>|lte<sub>4</sub>|lte4|s-{ 1r,2e,4e,6z,9z -1-[ 1s -4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl}-l-cysteine|7e,9e,11z,14z  -6-  2-amino-2-carboxyethyl thio -5-hydroxy-7,9,11,14-eicosatetraenoic acid|leukotriene e-4|7,9,11,14-eicosatetraenoic acid, 6-  2-amino-2-carboxyethyl thio -5-hydroxy-,7e,9e,11z,14z  -|lte>4<",,,
1466,numerical,high sensitivity troponin i,High,higher|high  qualifier value|high|elevate|highly|elevated,,,
1467,numerical,thyroid antithyroglobulin antibodies,Thyroid Antithyroglobulin Antibody Measurement,thyroid antithyroglobulin antibodies|thyatab,,,
1468,numerical,timothy grass pollen igg4,Phleum,"phleum|timothy|grasses, timothy|phleum  organism|phleums|phleum  plant|grass, timothy|timothy grasses|timothy grass",,,
1469,numerical,monoclonal protein spike 3,Monoclonal Protein Spike Measurement,mspike|monoclonal protein spike,,,
1470,numerical,"cd8 t-lymphocytes, effector",CD8 Antigens,"cd8|cd8 co-receptor|suppressor t lymphocyte marker|hla - class 1 human leukocyte antigen receptor|t-cell surface glycoprotein cd8|t8 - t-cell lineage 8|antigens, t-cell t8|lymphocyte antigen cd8  substance|antigens, leu-2|t-cell lineage 8|leucocyte 2|class 1 human leucocyte antigen receptor|cd8 antigens|t8 antigens, t-cell|hla - class 1 human leucocyte antigen receptor|cd8 molecule|lymphocyte antigen cd8|cluster of differentiation antigen 8|leu 2 antigens|okt8 - ortho kung t8|leu-2 antigens|cd8 complex|okt8 antigen|cd8 antigen|t-cell t8 antigens|cd8 - cluster of differentiation antigen 8|ortho kung t8|t8 molecule|leukocyte 2|antigens, cd8|t-suppressor / cytotoxic cell marker|t8 antigens, t cell|class 1 human leukocyte antigen receptor|antigen, cd8",,,
1471,numerical,prealbumin,Prealbumin,prealbumin|proalbumin|prealbumin  substance|transthyretin|tbpa|ttr|attr,,,
1472,numerical,"ana pattern, igg 1","Antibodies, Antinuclear","antibodies, antinuclear|antibody, antinuclear|antinuclear factor  anf|anti-nuclear antibody|antinuclear factor|ana|antinuclear antibody  substance|antinuclear autoantibody|factors, antinuclear|antidna autoantibody|antinuclear antibody|antinuclear antibody ana|anf|ana - anti-nuclear antibody|antinuclear antibody  ana|antinuclear antibodies|antinuclear factors|anf - anti-nuclear factor|factor, antinuclear",,,
1473,numerical,beta carotene,beta carotene,"carotene, beta|3,7,12,16-tetramethyl-1,18-bis 2,6,6-trimethyl-1-cyclohexenyl -octadeca-1,3,5,7,9,11,13,15,17-nonaene|betacarotene  substance|beta carotene|trans-beta-carotene preparation|β-karotin|betacarotene-containing product|carotene,beta|provitamin a|product containing betacarotene  medicinal product|all-trans-β-carotene|betacarotene|beta carotene preparation|.beta.-carotene|beta-carotene",,,
1474,numerical,anti-hcv antibody,Hepatitis C Antibodies,hcv anti|hepatitis c antibodies|antibody to hepatitis c virus  substance|antibodies c hepatitis|hepatitis c virus antibodies|anti-hepatitis c antibody|hcv antibodies|anti-hcv antibodies|anti-hepatitis c virus antibodies|hcv antibody|hepatitis c antibody|antibody to hepatitis c virus|antibodies hepatitis c|antibody to hepatitis c|anti hcv antibody|hepatitis c virus antibody|antibody hcv|anti hcv|anti hepatitis c virus antibodies|anti hcv antibodies|anti-hcv antibody,,,
1475,numerical,epstein-barr capsid igm antibody,Epstein-Barr virus,"eb virus|mononucleosis infectious virus|human herpesvirus 4  organism|herpesvirus 4  gamma , human|ebv|e-b virus|human herpesvirus 4|human herpesvirus 4 group|epstein-barr virus|e-b viruses|lymphocryptovirus|infectious mononucleosis viruses|human gammaherpesvirus 4|burkitts lymphoma virus|mononucleosis viruses, infectious|hhv-4|burkitt's lymphoma virus|herpesvirus 4, human|burkitt herpesvirus|herpesvirus, burkitt|epstein barr virus|infectious mononucleosis virus|epstein-barr virus ebv|e b virus|virus-epstein-barr|epstein-barr virus,  ebv|ebv - epstein-barr virus|epstein barr virus  ebv|human  gamma  herpes virus 4|lymphoma virus, burkitt|burkitt lymphoma virus|human herpesvirus type 4|mononucleosis virus, infectious",,,
1476,numerical,braf gene,BRAF gene,"rafb1|b-raf proto-oncogene, serine/threonine kinase gene|oncogene braf|b-raf proto-oncogene, serine/threonine kinase|braf|v-raf murine sarcoma viral oncogene homolog b1|braf gene|braf/kiaa1549 fusion gene|braf genes|b-raf protooncogene, serine/threonine kinase|braf1",,,
1477,numerical,bordetella pertussis iga antibody,Bordetella pertussis,b. pertussis|haemophilus pertussis|bordetella pertussis bacterium|bordetella pertussis  organism|bordetella pertussis|hemophilus pertussis|microbe de la coqueluche|bacterium tussis-convulsivae,,,
1478,numerical,glyceraldehyde-3-phosphate dehydrogenase,GAPDH gene,"glyceraldehyde-3-phosphate dehydrogenase gene|g3pd|gapd|oct1 coactivator in s phase, 38-kd component|gapdh|gapdh gene|ocas, p38 component|glyceraldehyde-3-phosphate dehydrogenase",,,
1479,numerical,amorphous urate crystals,amorphous solid,,,,
1480,numerical,cd3-cd19+,CD19 Positive,b4 positive|cd19+|cd19 positive|cd19 antigen positive|cd19 molecule positive,,,
1481,numerical,glucosylsphingosine,sphingosyl beta-glucoside,"glucosyl sphingosine|glucosylsphingosine|glucosyl psychosine|glcsph|glucopsychosine|beta-d-glucopyranoside, 2-amino-3-hydroxy-4-octadecenyl",,,
1482,numerical,glucagon,glucagon,"glucagon  1-29|product containing glucagon  medicinal product|gcg|glucagons|antidiabetic hormone|glucagonum|glucagone|glukagon|glucagon|hyperglycemic-glycogenolytic factor|proglucagon  33-61|glucagon  substance|hyperglycemic glycogenolytic factor|hg factor|glucagon preparation|glucagon-containing product|hyperglycemic-glycogenolytic factor preparation|hg-factor|glucagon, nos|hyperglycaemic-glycogenolytic factor preparation",,,
1483,numerical,sagebrush mugwort pollen ige,Artemisia (plant),"wormseed, levant|sagewort|wormseeds, levant|sagebrush|mugworts|artemisias|levant wormseeds|levant wormseed|wormwood|artemisia, nos|wormwoods|sagebrushs|sageworts|mugwort|artemisia  organism|artemisia",,,
1484,numerical,erythrocytes distribution width,Red Blood Cell Count measurement,"count, erythrocyte|erythrocytes|red blood cell count|red cell count|red blood cells|red cell blood count|erythrocyte counts|erythrocyte numbers|counting rbc|erythrocyte count|rbc - red blood cell count|counts rbc|cell red blood count|rbc count|red blood cell count  procedure|whole blood erythrocytic cell counts|counts, erythrocyte|blood cell count, red|count rbcs|blood cell counts red|erythrocyte number|blood cells count red|blood cell count red|count rbc|rbc",,,
1485,numerical,"glucose, estimated average",glucose,"dextrose|dextrose, unspecified form|d-glucose preparation|glucose-containing product|grape sugar|d glucose|glucose, nos|glucose preparation|d-glucopyranose monohydrate preparation|glucoses|glucose preparations|glucose|d + -glucose|endocrine glucose|glucosa|product containing glucose  medicinal product|6- hydroxymethyl oxane-2,3,4,5-tetrol|glucose  substance|d-glucose|dextrose, unspecified|dextrosa|dextrose preparation",,,
1486,numerical,urea nitrogen/creatinine,urea,carbonyldiamide|harnstoff|urea|karbamid|urea  substance|carbamide|product containing urea  medicinal product|urea-containing product,,,
1487,numerical,cd3/lymphocytes,CD3 Cell to Lymphocyte Ratio Measurement,cd3ly|cd3/lymphocytes,,,
1488,numerical,large platelets,Blood Platelets,"hayem's elementary corpuscle|deetjeen's body|platelets|plt platelet|marrow platelet|thrombocyte|thrombocytes|platelets, blood|platelets blood|platelet  cell structure|reticuloendothelial system, platelets|platelet blood|bizzozero's corpuscle/cell|platelet, blood|blood platelets|platelet|plt - platelet|blood platelet|plt - platelets",,,
1489,numerical,neutrophils band form/leukocytes,neutrophil,"cells pmn|polymorphonuclear neutrophils|blood pmn|polymorphonuclear neutrophil|marrow neutrophil|neutrophil leucocyte|polymorph|polymorphonuclear cell|blood neutrophil|pmn|neutrophilic leukocyte|neutrophilic granulocyte|neutrophil leukocyte|heterophile leucocyte|polymorphonuclear leucocyte|polymorphonuclear leukocyte|pmn - polymorphonuclear leucocyte|neutrophile|pmn cell|polymorphonuclear cells|blood segmented neutrophil|neutrophil|leukocyte, polymorphonuclear|polymorphonuclear leukocytes|neutrophils|polymorphs|heterophil granulocyte|leukocytes, polymorphonuclear|pmn - polymorphonuclear leukocyte",,,
1490,numerical,"1, 25-dihydroxyvitamin d",Dihydroxycholecalciferols,dihydroxyvitamin d|dihydroxycholecalciferol|dihydroxycholecalciferols|dihydroxyvitamins d,,,
1491,numerical,eosinophil cationic protein,Eosinophil cationic protein,"eocp - eosinophil cationic protein|eosinophil-associated ribonuclease|eosinophil associated ribonuclease|eosinophil cationic protein|serum eosinophil cationic protein|eosinophilic cationic protein  substance|rnase 3|ribonuclease, eosinophil-associated|cationic protein, eosinophil|rns3 protein|ect - eosinophil cationic protein|eosinophilic cationic protein",,,
1492,numerical,hydrocodone,hydrocodone,"dihydrocodeinone|hydrocodone  substance|hydrocodonum|4,5-alpha-epoxy-3-methoxy-17-methylmorphinan-6-one|hydrocodone|morphinan-6-one, 4,5-epoxy-3-methoxy-17-methyl-,  5alpha -|product containing hydrocodone  medicinal product|hydroconum|hydrocodon|hydrocodone-containing product|- -dihydrocodeinone|hydrocone|idrocodone|hidrocodona",,,
1493,numerical,herpes simplex virus 1/2 igg antibody,Herpes Simplex Virus 1/2 IgM Antibody Measurement,hs12gmab|hsv-1/2 igm ab|herpes simplex virus 1/2 igm antibody,,,
1494,numerical,smooth muscle antibody,Smooth muscle (tissue),"involuntary muscles|muscle, smooth|muscles, smooth|smooth muscle, nos|textus muscularis nonstriatus|smooth muscle  organ  structure|muscle involuntary|portion of smooth muscle tissue|muscles smooth|muscles, involuntary|smooth muscle  organ  structure  body structure|non-striated muscle|smooth muscle tissue|nonstriated muscle|smooth muscles|smooth muscle  tissue|muscle smooth|smooth muscle  organ|smooth muscle  tissue   body structure|involuntary muscle|smooth muscle|muscle, involuntary|smooth tissue muscle",,,
1495,numerical,quantiferon-tb gold plus tb2,REEP5 gene,"reep5 gene|reep5|receptor accessory protein 5|polyposis locus protein 1|d5s346 dinucleotide repeat|deleted in polyposis 1|dp1|yop1, s. cerevisiae, homolog of|chromosome 5 open reading frame 18|tb2|polyposis coli region hypothetical protein dp1|receptor expression-enhancing protein 5|d5s346|c5orf18|yip2e|yop1",,,
